,Tweet,Sentiment
9235,@AkalLess Bibi chilao mat tummara heart fail ho jayega . Bibi Tumhara PAK 90% China kha gaya . Ab agar kol hamakat Indi … ,negative
9236,@kamaalrkhan U r right . The main focus is on icc cricket world cup not films .   ,positive
9237,@lawangin0786 @marvisirmed @Aliwazirna50 @mjdawar Hahah nice joke Insha Allah now forces will give danda in his ass غدار وطن خنزیر   ,negative
9238,RT @ArohaYellowkies @offclASTRO good morning leader 💖 ,positive
9239,@Ashishray89 @vivekoberoi Log kaise hein ... Bandey ko openly free vote nahi dete aur itna paisa deke PVR mein mvi d … ,negative
9240,@neerajneeraj Actually kisi ko samajh mai Nahi aa raha hai ki ye ho kya gaya aur usse badi baat ki kaise ho Gaya .. w … ,neutral
9241,@rssurjewala @INCIndia Beizzati ka darr PEHLE Hi bahut bakchodi kar ke gaye hain ab bolne ke liye kuch bhi nahin ha … ,negative
9242,@PradeepBanahat2 @Joydas @ReallySwara Kiu tu bhejege travel agent hai kia . Ya aaj gaw mutra zada pi liya hai . Gobar … ,negative
9243,@narendramodi @narendramodi ji hope you reply me sir congratulations on this big win Appka ik supporter   ,positive
9244,RT @AmeyGhole Nothing better to start the Year by meeting People on for a Jalebi - Fafda Breakfast Treat !!! ,positive
9245,@narendramodi pmji aapko nayemantralayonke liye bdhai janssadharan sub bahut khush hain ek vinatihai shayad aap gau … ,positive
9246,@DrRPNishank @HRDMinistry @narendramodi Sir Ji ' HRD ' Minister Bannne Ki Aapko Bahut Bahut Bhadai . Sir Ji Mujhe B … ,positive
9247,Nikal gya wo kandhe me maa - Bap ki ummeed leke ... Vha phochte hi ni samhal paya apne kandhe ke bojh ko or gir gy … ,neutral
9248,RT @GeLanceOFCMUNTI @gelancebuddies Loveyou be ty for being there always ! Ps Hindo ako mkmove on sa post ni lance hahahah #GELANCEatGr …   ,neutral
9249,@aajtak @SwetaSinghAT The best of the best .. wah wah sirjee kya baat hai ... Along with the hasya kavita … ,positive
9250,@manakgupta @ikamalhaasan Manak Gupta is BJP ka Sabse bada kutta .... bhokne . Ke sivay kuch nahi aata hai ... Bhasa ch … ,negative
9251,RT @irtasamchaudhry We are with you Don't Worry . We will support you in every situation ❤️ ,positive
9252,@journey2wytcoat @CHOOZA10 @ImranKhanPTI ind 75 = $1.08 pak 112 =$.72 now fuck urself ... jahil log patta nahi kaha … ,negative
9253,110901. gwapaaa and bet nako imo lawas hue confident pd kaayo kaaaa . God bless you always ☺️   ,positive
9254,@theskindoctor13 O waisi bhagidaari ki baat nahi kar rahe humein loga .. Dekho jaise pahile bhaag kiye bharat ka … ,neutral
9255,Proud of you sir having u as #HRD minister of India @DrRPNishank @priyankac19 @DrBhagee_Manda @DrKumarVishwas ,positive
9256,@SandipB47881913 @naveenny3 @MyTeam_11 @PradeepTigga16 @IamAtulSri0308 ha bhai shi keh rha h sbko moka bhi milna chayie   ,neutral
9257,@MeSamruddhi Mujhe Wahi ministry Hona jisne main best hoo ...! He did great job ! Didn't he ?? Sabse active ministry ..… ,positive
9258,Congratulation our prime minister @narendramodi ji . Apko dil se hardik subhkamnaye sir .   ,positive
9259,RT @hulkabhi Heartiest congratulations and all the best to our Hon . Prime Minister @narendramodi for the amazing victory !! May god give y …   ,positive
9260,@OmarAyubKhan God bless u sir sb pakistanio k lye k ye ham sb ka farz banta hai k hm bijli chori ko roken ar bijl … ,positive
9261,RT @mudistha @spinetechit Kya bolta beedu apunlog ek dum chamak raha haina yeh suit aur glass main ... Bole tou ek dum jhakazz ! #ContestA …   ,positive
9262,Namesthe hi Hum madhrasi Lok aapse yah BJP Se koie nafrat Nahi karthe Hain lakin Jo Tamil Nadu pe hai na aapki po … ,negative
9263,@sherryontopp Chutiya nakali asardar tu pagadi nikal ke sirf dadhi rakh le aur kuran ki ayate padhana chalu karde .… ,negative
9264,RT @shubh_raskar Wo side JCB se khudai chal rahi hai ,neutral
9265,@s24_rahul @zoo_bear BC Pakka Home minister of Gujarat banega   ,negative
9266,@RanaAyyub Okie thanks batane ke liye .. ki aap jaise log Khali desh me hi nahi pure vishaw me apni gandagi faila rahe hai   ,negative
9267,@keshavyadaviyc @RahulGandhi Party k karya krta ka koi dosh nahi bus hai t deshwasion ki buddhi ka Jo ye samaz Na … ,neutral
9268,@dreamsheikh @Shining__star77 She don't like him she like you know what I mean 😜 jisko samaj aagaya like maaro aur … ,neutral
9269,@hyunthins aaaAAA pls don’t combust ur too sweet ilu !!!! 🥺💕💞💗💘💞💕   ,neutral
9270,@ppbajpai @PMOIndia @AmitShah Aur ShikshaMantri usei banaa diya jiski khud ki degrees fake hain ! Fake degree dhaar … ,negative
9271,@navsekera Swarnim itihaas banega Bharat naye pankh le udega Tez raftarnayi soch hai har din ek nayi khoz hai … ,positive
9272,@MamataOfficial gajab krte ho didi aap bhi . Hindu aadmi sadak pe jay shree raam bhi na bole . Aur haa didi ram naam … ,neutral
9273,i’m gonna say i probably didn’t win the Spider-Man Far From Home contest but i hope whoever wins has the best time … ,neutral
9274,@aukatsebahir Ma tumara best friend yr Pta nahii tum girl's b kya souchti rahti ho 😄   ,neutral
9275,It’s not a Mets game without Karen @GoMets01 . I hope you are on the mend and feeling better each day ! We’ll be h … ,positive
9276,Nahh just remember you don’t hate me you hate yourself   ,neutral
9277,RT @DineshY04760723 Kejriwal tera galat SAMAY chalu ho gya hai .. Teri itni aukaat nhi nhi ki TU apne aap ko Indira Gandhi se compare kr sak …   ,negative
9278,@Brajend8285 @sardanarohit Ravish ka face nahi uska content dekho jo ki aksar janta k real muddo se juda rahta hai … ,positive
9279,Dear Mom/wife Agar maid kaam pe nahi Ayee toh ismein hamare koi galti nahi hai . Regards Father/hubby/daughter/son 😂😂😝😝   ,neutral
9280,kamal ke neta h mere desh ke tweetr pe badi badi hakte hai .. fir comnt box me kisi ko responce bhi nhi dete hai … ,positive
9281,Iss bade #Hospital ka #Delhi ki Janta kya karegi ! #NewIndia-2 mein #Feku ka jap karke @yogrishiramdev ke tonic pi … ,positive
9282,#ValueTime_ValueLife @Gurmeetramrahim @Derasachasauda Pujya guru ji ke vachan h koi bhi apna karya acha bhla nek … ,neutral
9283,Modi ji appka most welcome to pm india ,positive
9284,@IndiaArtHistory Sharma ji ka ladka verma ji ki ladki ke sath love marriage kiya Aur kuch mila bhi nahi aaj kal k … ,neutral
9285,@RahulGandhi bilkul galat decision aaj k time koi rally m nahi jata balki party spokesperson ko TV pe sunte hain ba … ,neutral
9286,@DrSJaishankar @SushmaSwaraj Congratulations Sir ji ....... lots of love from INDIA . We are with you . Mere Guruji Shr … ,positive
9287,@unsubtlekrishna yehi eek tarika thodi hai popular hone ka unke bare me socho jo fake bots aur ids bana ke replies … ,neutral
9288,@saniyusuf The only problem in first half was kolasinac About 2 occasions he didn't release the ball to auba and l … ,positive
9289,ALHAMDULILLAH !! received an award in recognition of my services in social welfare & Humanitarian work & For Rehmat … ,negative
9290,@absofaccto . dear dakho i wish you a nice day fully of great emotions and love . don’t forget that ily so much and … ,positive
9291,@TheIndi56187484 @prasamm @BlahBlaaaahhhhh @ArvindKejriwal @arunjaitley Urine Drinkers Teri Maa Pakistan gai thi tere ko paida karne 😎   ,negative
9292,RT @ZeeTV Pritam ke suro ka jaadu pahuchega Anand Raj Anand aur judges ke dilon tak #SRGMPLilChamps par Sat-Sun 9 PM . . @singer_shaan @…   ,neutral
9293,@MahiRaj57461156 @golddysaluja @Bengalan_kudi01 Banegi bhi nahi 😜   ,neutral
9294,@Naaziish @shoaib100mph Yehi keh keh k hum ne inn k dmagh kharab kiye hue hain .. jese Indian media apne players ki … ,neutral
9295,Love day lage hue he jindagi ke 🙄 ,negative
9296,@ashokepandit Agr is baar world Cup india jeet gya to socho inke bache k naam kya ho skta hai Virat kohli dhoni jde … ,positive
9297,polydactyly matlab jiske 5 se jyada fingers hote hai .. for people who r confused 😛( mai aadhe ghanta se samajhne ki … ,neutral
9298,RT @Lilcococadbury7 Trust me Zindagi may mujhay kabhi itni Khushi nahi hoti jitni tab hoti hai jab may Pakistan ko defend karti hu ) I fe …   ,neutral
9299,@_pallavighosh Food packet choro gaadi pe kapada maro wo dekho kawue ne bit bit khel diya hai 😁   ,neutral
9300,RT @karthiksubbaraj #NGK is a very bold & quirky film that sarcastically exposes current reality in politics with @selvaraghavan sirs touc …   ,positive
9301,@SushmaSwaraj We all always MISS YOU MAM ! Aap ka Videsh Mantri ke pad se jana bhot hi dukhad hai . Apaka apne deshw … ,neutral
9302,@RailwaySeva @SuperDudeAnupam @drmncrald Chor hai yai aur railway iska kuch nahi bigad sakta   ,negative
9303,@D_Roopa_IPS Seedhe encounter kar diya fake news ka Salute to you Ma'am !!   ,neutral
9304,Ye kya pehni ho Kangna Ranaut ? Kisi ka churayi to nahi ? 😂😂😂😂 ,negative
9305,I am all for @ShashiTharoor heading the #Congress Do you know how good this is for India's education industry ? The … ,positive
9306,@humystic You're very Smjhdaar xD haha sure thanks alot 🌼   ,positive
9307,🌹 Good morning my almighty @Gurmeetramrahim papa ji 🌹 💖 Plz bless me more sewa sumiran parmarth ka b … ,positive
9308,@vikasbha Buddhi bhrasht hai iss Vikas ki aur aane wale Vikas ki bhi . Matlab logo ka kaatna kaise hai koi in Chu *… ,negative
9309,RT @TechDoctorUK 🔴 THE ONLY APP YOU NEED ! FIRESTICK ANDROID DEVICES 2019 In this video I will show you an amazing APK which will allow you …   ,neutral
9310,@GautamGambhir @Javedakhtarjadu @RakeyshOmMehra Ek hi dil sahab kitni bar jitoge Bhai the first BJP CANDIDATE TO … ,positive
9311,@aajtak @PankajJainClick Jaroor kijiye Aap jaise chor aur bhrust neta iske alawa kuchh kar bhi nahi sakte We fe … ,negative
9312,RT @JOSJAIMEMALVAE1 @rosannaarkle @rosanna__arkle @angelriley_GOOD MORNING HONEY YOU'RE THE MOST BEAUTIFUL GIRL IN THE WORLD LITTLE DOLL .   ,positive
9313,1. The 1975 I like it when you sleep for you are so beautiful yet so unaware of it 2. Arctic Monkeys AM 3. UDD … ,positive
9314,Congressi haar ko nahi pacha paya usne hamesha hinsha nafrat aur dar dekhakar hindustani janta ko bebkuf banaya ,negative
9315,Me Dong waka tutor close ang school Ako pag umangkon nga 5yrs old Really ? This is the best day ever * nisayaw * Me … ,positive
9316,RT @Anabia84894716 Aaj maine news paper me dekha dosto se baat karne se time waist hota hai . . News paper hi band . Sala dosto pe ungli ut …   ,neutral
9317,@abpnewshindi ABP News ke Hote Bhajpa karykarta MLA ko koi Darne ABP News Mahila ke sath marpit ko Jhoota sabit Kar Dega dega   ,negative
9318,@thesatbir Sarfaraz to theek hai Bangladeshi captain ki jacket pe Crest kaise bigad Gaya ?   ,neutral
9319,@kunalkamra88 Tere comedy toh nahi chal rahi hain 🤣😂 Bas Congressi ki chaat raha hain jo teri asli aukat hain . T … ,negative
9320,@UmarOfTexas Have to keep it dark to avoid too much bijlee for the bill   ,neutral
9321,RT @Rahil86375473 @Rukhsarafridi10 Dear Ruksar ji ! He is not a muslim . plz BJP jaisa mat bano Hindu muslim soch rakhne wali ,neutral
9322,@AdityaRajKaul @ImranKhanPTI @narendramodi Jaleel kar diya nahi bulakar ... Yahan ke jo haramkhor jo yahan ki kha ka … ,negative
9323,@bhumihar_kajal @HardikPatel_Ye dalal media Atnkbadi mullo isi Islamic Suwar ke paisa dalali khate hai pahle yese … ,negative
9324,@Yogita_singh11 @anjanaomkashyap Maa ******* Anutha sabd ... naaaa .... sabd nhi ... anubhu Iswar ki ...... maa ka ashirwad … ,negative
9325,@DeeptiSachdeva_Ishrat jahan & co were tasked to knock off Modi . The ruling state facilitated ...   ,neutral
9326,@News18India @nehapant19 @GargaC Neha pant ji aaj bhi aap sirf modi support kar rahi hai . Aaj @GargaC ji ne bahut s … ,neutral
9327,@AugmontGold #AugmontCheer @AugmontGoldApne Indian Players Karenge ab Kamaal Har Match Jeet Ke Machayge Dhamaal L … ,positive
9328,RT @Karamve07501253 @anikjaat8 @cmohry @mlkhattar Main bhi isi gaov ka rahne wala hu Is kisaan ke khet ki fasal har baar kharab hoti hai …   ,neutral
9329,@aajtak @AmitShah @rajnathsingh @nsitharaman Great step Amit Shah ji Home minister ... Ab Kashmir mein Ram Rajya sthapit hokar rhega   ,positive
9330,@arunjaitley Maa Sheetla Aapko Uttam Swasthya Ka Ashirwad Den Aisi Maa Se Prarthana Hai ! #Uttarakhand Ki Adhishth … ,neutral
9331,@TasawarAbbasMa2 @geonews_urdu Tu isky bary main soch phir isko tere khan ne kahan bejha tha jo iska yeh hal kar di … ,neutral
9332,@rssurjewala Are kutte aaj godse ji jinda hote To tujko bhi thok dete Jyada uchal mat agar kisi ki Kisi din hati … ,negative
9333,aaj desh tarakki ki aur badh raha h proud h hme is new india p jai bharat   ,positive
9334,@bismal85 Wahh bhar kitni excitement hai .. Subhan'Allah 😋   ,positive
9335,@Nataliacifuents JAJAJAJAJA yo ??? Yo no fui la que mande la carita de ponqu é por el negrita fum í gate los sentimientos mijaaa   ,neutral
9336,Modi ji ko jeet ki hardik subhkamnaye ,positive
9337,@Ritesh2487 @ppbajpai Dimak se to Aap har chuke h Yh desh ka durbhagy h chund shamprdayk log es desh pr Raj kr te h   ,negative
9338,nice cable phone rosak buat kali ke 97363828639273 😑   ,neutral
9339,@AnsarAAbbasi Mere bhaiyon Ham Pakistan hai aur Inshallah Pakistan he is Nizam ko Khatam Karega   ,negative
9340,@sardanarohit PM @narendramodi ji ko @RahulGandhi ji TV debate ke lalkarte the bolte the media ka samna nahi kar sa … ,neutral
9341,@AddySimple maderchod modi khutta . Uski maa ki choot ,negative
9342,@Pratishtha_xx02 @Lavanyamurthy20 @humourousjerk Ye log 60 sec ki game mein 7th aake hi khush ho sakte hai 🤣🤣 Baaki mein tho aukaat hai nahi !   ,negative
9343,Adraniy #NarendraModi #RajnathSingh ji #BJP4India #AmitShah ji Ko Jeet Hardik subhkamnaye   ,positive
9344,Very lovely Anshika . Hom bhi Momta Aapa ko bhot somman deta hoy . Lagbhag roj Joy Shri Ram bolta hai .@MamataOfficial … ,neutral
9345,@SHABAZGIL so shahbaz bahi you made us fool v voted pti cox ik promised us everyone in our country will be account … ,neutral
9346,@hdstrakhi @khurshi92055681 @MRehanHashmi @UmairIslamMemon @s4shaharyar @SmAdnanSiddiqu2 Ye apka hi ilaqa hai na ya … ,neutral
9347,@TheSamirAbbas @TarekFatah @TOIBhopalNews Lekin road block karke aur market band karke namaz padna sahi yeh ? Kya ye … ,neutral
9348,@ChouhanShivraj Mama Mamu banane ka kaam chal raha hai dekho !! ,neutral
9349,@RaokhalidAzmat1 @murtazasolangi @BBhuttoZardari Tum jaise jahilon ko mar jana chahiye jo Zardari or Nawaz jaise lo … ,negative
9350,@personadrop those 3 wil be wer lllucky and blessed reh 😞 may god bless uh .. uh r doing a great wrk 💜   ,positive
9351,@aajtak @ArvindKejriwal @PankajJainClick Sab nautanki h or kuch nahi is bar nahi jeet payega . itni grmai me light na … ,negative
9352,Ya Allah zalimo ko lambi zindgi ata farma or inke sath bi aesa hi zulham ho jese in ho ne Kiya ameen … ,neutral
9353,Congratulations Mr Nrendra Modi World ke sbse Best PM Jo humre desh me hai ,positive
9354,With Nirmala Sitharaman handling finance for the country expecting better loans for women entrepreneurs cut in ta … ,positive
9355,@ArvindKejriwal Everything is good but your character isn't ... so ready to lose mr . Girgit   ,negative
9356,Yeh chor thodina hai ye to girgit hai kyo @_YogendraYadav sahi kaha na ,negative
9357,@MiftahIsmail Baighairat Admi tum nay hi last budget banaya tha na ? Na sir na pair ! Kuttay ki tarha ab bhonkna band … ,negative
9358,@aajtak Thopna ke koi sawal hi nhi bnta are har desh ki ek matr bhasa hai to hmare desh ki bhi kyu na ho aur wo hin … ,positive
9359,RT @narendramodi India is proud of all those brave men and women martyred in the line of duty Paid tributes to our brave soldiers at th …   ,positive
9360,@sardanarohit Lakin ye hi to aazadi hai ek party ka faisla hai aur wo aazad hai lene ke liye aapko to roka nhi h … ,neutral
9361,@bhupeshbaghel Jaise ki Hamare Gaon Mein Lalpur Lohar Basti Mein Ek transformer Lagai Gayi Hai 2 - 4 saal pahle Jab … ,positive
9362,RT @RINKUra83539363 @RajaRajmani @prashant1796 Kamalnath ne putramoh me party ko nuksaan pahuchaya hai Congress apne warisht netaon ka sa …   ,neutral
9363,@mpranks_@MirJafar_1 @shaikhsufyan @planet4589 Pehle toilet to bana lo janab   ,neutral
9364,@vinaypatel4705 Arere itna Ghana andhera .... Get well soon ....   ,positive
9365,@aamir__71 @BeingSalmanKhan Thank you so much Bhai . #Bharat se jude sab details dete ho . Mai 2 saal se aapka YouTub … ,positive
9366,@SaleemKhanSafi Ku jal jal ke apni sehet kharab kar rahe ho . Haram khana chhorh do . Aakhirat ka socho . Munafiqat ch … ,neutral
9367,@ayushmannk bhai aaphiko sirf etne zabardast scripts kaha se milte hai ??? aur aap har movie main apni performances m … ,positive
9368,you know what bye im going tyo study fuck this   ,negative
9369,@HHermeerah So long as u don't touch my FUT We good   ,neutral
9370,@FawadAhmadShai1 Lol lagi na pichware me aag Ab beta bhik mang Jake iftari ka samay Ho gaya hai Tamatar kha rah … ,negative
9371,@atulmohanhere @remodsouza @Varun_dvn @ShraddhaKapoor @PDdancing @itsBhushanKumar @TSeries Ye sala chutiya kabhi na … ,negative
9372,@aajtak @narendramodi modi par pura Hindustan ek ummid lagakar baitha hai bhagwan modi ko itni himmat de ki ye har … ,positive
9373,RT @vikashgupta376 @MamataOfficial Mamta didi jai shree ram Jai shree ram Jai shree ram Bhoot pisach nikat nh aave Ram name jav name s …   ,neutral
9374,@TarekFatah Hr insan cheezo ko us trha sy dekhta h jesa wo andar sy hota h Negtive mind always think negtive   ,negative
9375,Yeh khud sex karne waala sixer ab Gurgaon waalon ko collar se pakdega .😂🤣😂🤣😂 @_YogendraYadav ,negative
9376,@jain9413347567 @rssurjewala wo tabhi ho sakta hai jab pappu apni apni maa apne baap aur jijaji ki naajaayaz samp … ,neutral
9377,@AmitJaiswaal Madarchod baharchod radwe tere maa ka bhosda tuz jaisa gira hua aaj tak nahi dekha aur na dekhna … ,negative
9378,RT @ShaikhS29092445 @iamsrk33 @imVkohli Ek dam Faadu   ,positive
9379,@RJ_14HB @kishanjha3 Arey Ganwar jaahil tere jaise kutte ke saath baat nahi laath aur Daanda se kaam chalna padta h … ,negative
9380,AUM #Vandematram JaiHind Good Evening to all friends near & dear one's in US & Canada Wake up to a nice Sunday ahea … ,neutral
9381,RT @HulisaniRavele Cassper D’Nyovest ladies ... This screenshot from the #MoveForMeMusicVideo is my public service for the year done ! You’re …   ,neutral
9382,@sardanarohit Hme ye smj nhi aata Kya ye muslman aalag planets se aaye h ye bhi to ensan h are jab Tak es desh me e … ,positive
9383,iTs GoOd FoR oUr CiTy nah fuck off mate it’s shite   ,negative
9384,@JamesHassann @cricketworldcup Nope mje aiae song bilkul ache ni lgte mje jazba junon jaise song ache lge dil dil … ,positive
9385,@GautamGambhir sir congratulations ! Kamal ki tarah aap humesha iss kichad roopi politics mei khilte rehena . We all love u 👏👏👏 Jai Hind !!   ,positive
9386,@PMOIndia @narendramodi Apko second tirm bahoot bahoot mubarak ho ummeed hai aap desh k har warg ko sath le Ke chal … ,neutral
9387,@koenaswift13 Le wena tsamo fokotsa .. Bano fihla ba e Bethe ka harane nyana 😃   ,neutral
9388,Paise to aap ke hi lagenge na Bharat Mata ki Jai ,positive
9389,RT @99ShadesofSalar Aj 2011 World cup Quatar final ka badla lega WI 😪😂 #PakvWi   ,neutral
9390,@LambaAlka Shame to you ... madam ??? Per Kya kare AAP ne party se nikaal Diya .. Congress wapas le nahi rahe .. BJP essa … ,negative
9391,@India8Heart @rahulkanwal Rahul Kawal ne BJP ko harane ka bahut try kiya tha .... Bahut ulta seedha bol raha tha ... Ab … ,positive
9392,@abpnewshindi @aajtak @sardanarohit @RubikaLiyaquat @anjanaomkashyap Kyonki aise angle to media bjp me khoj nhi … ,negative
9393,Bollywood teaches us that you should hold a coffee/tea mug and stand in the balcony to feel good . Karke dekha . Itn … ,positive
9394,@amyantivist @heyannaliah My tounge hurt more too !! I loved the pain of my nips 😂🤪   ,negative
9395,@ashoswai Chutiye akut m rah kar bhat Karo Tm jise jhatu Ka khene sa Hindu terror nahi ban jata Terrorist Ka ek religion h wo islam h   ,negative
9396,@free_thinker Naam lene se darta hai kya chor de daadi me tinka ??. Tu free thinker nahi nakarakmak thinker hai bhai .   ,negative
9397,@Vaishalishah23 Tu padh le anpadh kidhar likha hai I don't like her dikha   ,negative
9398,@bunnyyggukk @lalalaseokjin @leiaxoh OMGGGG LEGIT WE AREEEEE THE SAME ILYSMMMMMM 💜💜💜💜💜 THANK YOU FOR COMING INTO MY … ,negative
9399,ok who should i edit ethan with the song kid cudi by playboi carti ORR vereena with heart attack by one direction vote pls   ,neutral
9400,@LambaAlka Seems madam ko back side me hard kick dekar BJP ne no entry ka board dikha dia hai ....   ,negative
9401,@sai59969230 @vinayak_jain mai to pahle se hi janta tha btw pura desh khush h irani ji ka margin mne 50k + bola tha ditto shi hua   ,positive
9402,@mangeshkarlata @AmitShah Didi Maa ye aapka hi aashirvad hai ki hamare Chanakya ne dusmano ko charo khane chitt kr … ,positive
9403,@mowzrr You ain’t ever seen life from this pov stay in yo lane Beverley hills 🖕🏾   ,positive
9404,Narendra Modi and Amit Shah just made sure that the worst nightmare of the fake liberals came true . Ab saalo ki fati padi hai ... 😎😬   ,positive
9405,@kuwarAmitSingh @udayasrao @TajinderBagga @MamataOfficial jai shree ram bhagwan aapka bhala kare 😜   ,positive
9406,@RubikaLiyaquat Mandir aur masjid ke naam par tum bhi politicians ki bhasha mat bolo humko iftar nahi chahiye suko … ,positive
9407,@narendramodi Your like is always right madam sweta Singh ji   ,positive
9408,RT @EmenaIo I’m actually not that arsed about Liverpool winning it good on them . The Premier League joke still stands they already had m …   ,positive
9409,Good evening friends ! Have a great evening ! ' Jai bhart jai hind . ' #GoodEvening #IndianArmy ,positive
9410,Women Power Smriti Irani Ko Dher Saari Subhkamnaye We all proud of u mam #HarGharModi ✌️✌️✌️✌️ @smritiirani @BJP4India @narendramodi   ,neutral
9411,@Mirchiey @DrAVSriv @Javedakhtarjadu @narendramodi Yeh thukne wala ussi Khan market gang ka member hai jisko chor c … ,negative
9412,@TalatHussain12 Es ghatiya lafafey ko Nawaz Sharif K daur ka 116pkr per litter patrol yad nhi Kyon K wo papa jani hein .. Eidi dety hein .   ,negative
9413,@Sampreethshett5 @ajinkyarahane88 Asli Rahane se pucho . Fans ka lobe hai ye 😂   ,neutral
9414,@RJDforIndia Jo apne bhai ko ek sit na de ska wo 🐷🐖🐮 bihar ko kya dega ?? EVM ka gyan !!! Jo jindagi bhar boot … ,negative
9415,@Mahi_The_Giant I’m sorry that almost happened to me too   ,neutral
9416,#WorldNoTobaccoDay pujniya guru ji ki rehmat se bhut se bade bade cities main tobacco per van lga diya … ,positive
9417,@SajalOfficial_sahe kaha .. khubsurt girl ... U are most beautiful actres ... love you ..   ,positive
9418,@ImranKhanPTI sir samjh ni ati ap q khamoah hain itne toofan itni afaat Allah pak maf kre sirf itne zulm baxheo k s … ,neutral
9419,@Maq_one sabse bade yahin log hai jinko Ramadan me bhi radicalization nazar aata hai lekin hindu terrorist hero nazar aate hain .   ,negative
9420,@nsitharaman desh me aitihasik nirnay notbandi ke bad GDP aadi down hona swabhavik haidesh me business aur busines … ,neutral
9421,@PMOIndia @narendramodi aap ko jit kliye bahut bahut subhkamnaye sir aap s mera request hai ki is sarkar m biotechn … ,positive
9422,RT @LimelightNI 🚨@LimelightNI weekly listings ticket competition 🚨 🔁 RT FOLLOW us + REPLY with which gig you'd love to go to & you could W …   ,neutral
9423,Happy to be back for the 2nd year to learn lots of new research ! @agya_karki @Ee_Doherty ,neutral
9424,@lol0306123 Is dunya me Allah kafir ko bhi khushyan ata farmatay hain ... balkeh un ko ziada khushian meli hain bc … ,neutral
9425,2019 ke lok sabha chunav ke liye Hardik lokpriya Neta Shri Narendra Modi ko Hardik hardik shubhkamnaye Shri Narendr … ,positive
9426,@Wheres_TheFood_Kaunsa ye wala dance dance rahe ho ? 😉 ,neutral
9427,@OTT143 Lagta hai dil le le gye ho ! Lag jayega pata is bar p   ,positive
9428,RT @Rinku29734030 @sanjaytos12010 @imsiddhu4u @sonamJain001 Ji bilkul nahi aap log purush kahan hai 😜😜😜 aap ki barabri karni bhi nahi hai .…   ,negative
9429,@hann_machine you look gorgeous omg i love your eye makeup !! also congrats 💗 x   ,positive
9430,@VijayDass7 @ZeeNewsHindi Lekin jyadatar Jute jhadkane wali hai ganja ho jayega piddi Vaise jagah khali kaha hai S … ,negative
9431,@PrajapatiNick2 @Poonam59441855 @DrRehman0786 @meenusharma8118 @follow2deep Koi nahi main usko phle hi block kardiya tha 😂😂😂   ,neutral
9432,@AKrisnapriya @upadhyay_richa @SadhviPragya_MP Yah baat bjp or khas karke modi ji ko samjhna hogi ki bhai chara itn … ,neutral
9433,As salam u walaikum Guyz Mai aap sabse maafi chahugi jinka jane anjane maine dil dukhaya ho is ramzan k pak m … ,neutral
9434,@BenBell45725386 @lady_bahati @Jashyie @MiriamMkanaka @monicaalphonce @HildaNewton21 Ha ha ha haaaaa   ,neutral
9435,Dhup Aarti Shri Sai Baba Mandir Shirdi 31 May 2019 Baba Bless all with all the happiness of the world Om Sai Ram … ,positive
9436,@NadeemHaider787 @sheikhsafina @junaidabid63 Kuty ka bacha ye nara ha koi khud ki hi awaz bas   ,negative
9437,RT @pranav_bodani @ashwinravi99 @WorcsCCC Na ishq me na Pyar me Jo maza hai king Kohli ki har me   ,neutral
9438,@ziddy_zoya @RautBishwajeet @RubikaLiyaquat @RubikaLiyaquat ek harami ki auald hai use nahi pata uska baap kaun ha … ,negative
9439,@CNBC_Awaaz @ShahnawazBJP Media ki maherbani because issues ko highlights nahin kiya ...   ,neutral
9440,RT @DrVijay_Pratap Santa In Court ( Sad ) Bachpan Mein Agar Maa Ki Baat Suni Hoti To Aaj Ye Din Nahi Dekhna Padta . . . . . Judge Kya …   ,neutral
9441,RT @2318sunita 🌺 Good morning my almighty @Gurmeetramrahim papa ji 🌺 🌹 Plz bless me more sewa sumiran parmarth ka bal 💪 ba …   ,positive
9442,@ThisisIK Jab promo nahi aarahe the tab bolrahe the promo nahi aarahe he buzz nahi he ab promo aaraha he buzz he b … ,neutral
9443,@Aafrin7866 right ab dekhna tv pur loi debate nahi dekhega sab chanal wale dale h   ,neutral
9444,@RishabPant777 @BCCI Bhai match jitana sikh le nahi to team India me jagah bhi nahi Bana paoge   ,negative
9445,@timesofindia @RahulGandhi Gajab chutiya h log isko like Ni kr re or ye British rule ki bt krta   ,neutral
9446,@MahilaCongress Bikau Election Commission Chor & Bikau Media are working for BJP Jumlebaj Fakendra Modi's fake fail … ,negative
9447,@brumbyoz I'm thinking of the debate shows anchors be like tera bhi bhagwan modi mera bhi chal bhajan kare modi ke   ,neutral
9448,@Nahi08691744 @SumitGope08 @Being__Ankush @EkAbhijeet Oye mc jail me sandas saaf karni he karega kya bc teri sakl b … ,negative
9449,@SirPareshRawal @narendramodi Happy birthday ! And happy Diwali too !! We are going to light up Diyas to celebrate t … ,positive
9450,@anandk2012 @RailwaySeva @IRCTCofficial Private window naam ki koi cheej hoti hai ab subko pata chal gaya ki onlin … ,neutral
9451,RT @IndiaToday Fulfilling big poll promise Modi govt decides to expand PM Kisan Yojna to all 14.5 crore farmers . #ITVideo ,neutral
9452,@Nabeel_Official Jaa tujhe maaf Kiya is wonderful song ! 🌹🌹🌹🌹🌹🌹   ,positive
9453,@rssurjewala @INCIndia lifetime ban karo Godi media aur BJPigs aur wo saala shehzaad ko aapas main main discusssion karne do   ,negative
